respo,project,samptype,date8,night,nights,tele_7,survlgth,times,intrace,intgend,s_samptype,s_market,intro3,cell1,qs1,qa1,q921,q1half,dcdir,dcdirnew,q1aq1bnet,mainproblem,bowserappfull,bowsernet,q4_half,h_qord_q4a_q4f_q4a,h_qord_q4a_q4f_q4b,h_qord_q4a_q4f_q4c,h_qord_q4a_q4f_q4d,h_qord_q4a_q4f_q4e,h_qord_q4a_q4f_q4f,bowsercrime,q4anet,bowserhomeless,q4bnet,bowserpandemic,q4cnet,bowserhousing,q4dnet,bowserschools,q4enet,bowsersaferoads,q4fnet,regvoter,regparty,chancevote,h_aord_q7_1,h_aord_q7_2,h_aord_q7_3,q7,h_aord_q8_1,h_aord_q8_2,h_aord_q8_3,q8,mayor22,h_qord_q9a_q9d_q9a,h_qord_q9a_q9d_q9b,h_qord_q9a_q9d_q9c,h_qord_q9a_q9d_q9d,bowserfav,robertwhitefav,trayonwhitefav,mendfav,bowserrestrictions,vaccinemandate,vaccine,ratedcps,ratedcpsnet,parents,kidschool,q15,q14q15net,rateyourdcps,q16net,schoolspandemic,q17net,h_aord_q18_1,h_aord_q18_2,remoteschool,ratepolice,q13bnet,hoodsafe,q19net,crimevictim,q20net,q21_half,h_qord_q21a_q21d_q21a,h_qord_q21a_q21d_q21b,h_qord_q21a_q21d_q21c,h_qord_q21a_q21d_q21d,morepolice,q21anet,violenceinterruptors,q21bnet,econopportunity,q21cnet,gunsentences,q21dnet,homelesscamps,leavedc,leavedcwhere,leavedcfull,leavedcreason,affordhood,q24net,commandersname,q28net,choosename,h_aord_q30_1,h_aord_q30_2,fundfootballstadium,quad,quad2,q909,q909a,edubreak,colleduc,educnew,q910,q910a,agebreak,q918,racenet,income,income2,q29x,l1,c1,phonstat,q924,sex,lang,SITE,INT_Location,weight,allresp,white,age3anew,age50,college,income50,income3,income75,income4,racesex,raceeduc,raceinc,wardnew,kidschoolnet,survey,livedc,wardnew2
15019,29242-1001,LANDLINE RDD,20220203,2nd night,13,2003,11.7501333333333,1,White,Male,1,Wash DC,Continue, , ,Yes,Female,Q1b, ,Wrong track,wrong track NET,Education/improving schools,Disapprove STRONGLY,disapprove NET,Q4A-Q4C,1,3,2, , , ,Poor job,Not-so-good/poor job NET,Poor job,Not-so-good/poor job NET,Poor job,Not-so-good/poor job NET, , , , , , ,"Yes, registered",Democrat,Absolutely certain to vote,Muriel Bowser,Robert White,Trayon White,(VOL) Neither/None,Muriel Bowser,Robert White,Trayon White,(VOL) Neither/None,None,2,1,4,3,Unfavorable,Don't know enough to say,Unfavorable,Don't know enough to say,Right amount,Support,Yes,Good,Excellent/Good  NET,Yes,Charter public schools, ,Charter,Excellent,Excellent/Good job NET,Excellent,Excellent/Good job NET,provide both in-person and online instruction and allow parents to choose,require all students to attend school in person,require all students to attend school in person,Good,Excellent/Good  NET,Somewhat safe,very/somewhat safe NET,No,Not victim of violent crime,Q20B-Q20C ASKED,2,1, , ,Would not reduce crime,Would not reduce crime,Would not reduce crime,Would not reduce crime, , , , ,Oppose,Yes,Outside the D.C. area,Would move outside D.C. area,Housing affordability,Very difficult,Difficult NET,Hate it,Dislike NET,the Washington Football Team,Oppose,Favor,Oppose,Northwest, ,Graduated high school, ,graduated high school,no college degree,high school or less,25, ,Age 18-29,Black,black,Under 20 thousand dollars, ,whole life,"Yes, respondent or someone in household has cell phone", ,Dual Service,female,Female,English,FL,Virtual Call Center,2.7897314,All adults,Non-white,Age 18-39,18-49,Non-college,<$50K,<$50K,Income <$75K,<$50K,Nonwhite women,Black non-college,Black <$50K,5,Have children in charter school,20210214,20+ years,Ward 5/6
15097,29242-1001,LANDLINE RDD,20220208,7th night,13,2031,18.3765333333333,2,White,Female,1,Wash DC,Continue, , ,Yes,Female,Q1a,Right direction, ,right direction NET,Crime/violence/guns,Approve SOMEWHAT,approve NET,Q4D-Q4F, , , ,1,2,3, , , , , , ,Good job,Excellent/Good job NET,(VOL) DK/No Opinion,DK/No opinion,Good job,Excellent/Good job NET,"Yes, registered",Democrat,Probably will vote,Robert White,Trayon White,Muriel Bowser,Muriel Bowser, , , , ,Muriel Bowser,3,4,2,1,Favorable,Don't know enough to say,Don't know enough to say,Don't know enough to say,Right amount,Support,Yes,(VOL) DK/No Opinion,DK/No opinion,No, , , , , , , , , , ,Good,Excellent/Good  NET,Very safe,very/somewhat safe NET,No,Not victim of violent crime,Q20B-Q20C ASKED,2,1, , ,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET,(VOL) DK/No Opinion,DK/No opinion, , , , ,Support,No, ,Would not move, ,(VOL) DK/No Opinion,DK/No opinion,Like it,Like NET,the Washington Football Team,Oppose,Favor,Favor,Northwest, ,Post graduate, ,some college +,college degree,post-graduate degree,82, ,Age 65+,White,white,(VOL) NA/Refused, ,15,"Yes, respondent or someone in household has cell phone", ,Dual Service,female,Female,English,FL,Virtual Call Center,.6665453,All adults,White,Age 65+,50+,College, , , , ,White women,White college, ,2,No kids at home,20210214,10-19 years,Ward 2/3
15269,29242-1001,LANDLINE RDD,20220213,12th night,13,1713,13.3991,3,Black,Female,1,Wash DC,Continue, , ,Yes,Female,Q1a,Right direction, ,right direction NET,Crime/violence/guns,Approve STRONGLY,approve NET,Q4D-Q4F, , , ,3,1,2, , , , , , ,Excellent job,Excellent/Good job NET,Excellent job,Excellent/Good job NET,Excellent job,Excellent/Good job NET,"Yes, registered",Democrat,Absolutely certain to vote,Muriel Bowser,Trayon White,Robert White,Trayon White, , , , ,Trayon White,1,2,3,4,Favorable,Favorable,Favorable,Unfavorable,Right amount,Support,Yes,Excellent,Excellent/Good  NET,No, , , , , , , , , , ,Excellent,Excellent/Good  NET,Very safe,very/somewhat safe NET,No,Not victim of violent crime,Q20D-Q20E ASKED,2, ,3,1,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET, , ,"Would reduce crime, A LOT",Would reduce crime NET,Would not reduce crime,Would not reduce crime,Support,No, ,Would not move, ,Very difficult,Difficult NET,Love it,Like NET,the Commanders,Oppose,Favor,Favor,Northwest, ,Post graduate, ,some college +,college degree,post-graduate degree,75, ,Age 65+,Black,black,100 thousand or more,250 thousand or more,45,"Yes, respondent or someone in household has cell phone", ,Dual Service,female,Female,English,FL,Virtual Call Center,.223932,All adults,Non-white,Age 65+,50+,College,$50K+,$100K+,Income $75K+,$200K+,Nonwhite women,Black college, Black $50K+,4,No kids at home,20210214,20+ years,Ward 1/4
15604,29242-1001,LANDLINE RDD,20220204,3rd night,13,1920,15.6259333333333,3,White Hispanic,Female,1,Wash DC,Continue, , ,Yes,Female,Q1b, ,Right direction,right direction NET,Other,(VOL) DK/No Opinion,DK/No opinion,Q4D-Q4F, , , ,1,2,3, , , , , , ,Not-so-good job,Not-so-good/poor job NET,(VOL) DK/No Opinion,DK/No opinion,Not-so-good job,Not-so-good/poor job NET,"Yes, registered",Democrat,Absolutely certain to vote,Trayon White,Muriel Bowser,Robert White,Robert White, , , , ,Robert White,2,3,1,4,(VOL) DK/No Opinion,Favorable,Don't know enough to say,(VOL) DK/No Opinion,Right amount,Support,Yes,(VOL) DK/No Opinion,DK/No opinion,No, , , , , , , , , , ,Not so good,Not-so-good/poor  NET,Somewhat safe,very/somewhat safe NET,"Yes, SOMEONE ELSE IN HOUSEHOLD",Household member victim of violent crime in past 5 years NET,Q20B-Q20C ASKED,1,2, , ,(VOL) DK/No Opinion,DK/No opinion,(VOL) DK/No Opinion,DK/No opinion, , , , ,Support,Yes,Outside the D.C. area,Would move outside D.C. area,Something else? (SPECIFY),Very difficult,Difficult NET,Hate it,Dislike NET,the Washington Football Team,Oppose,Favor,Oppose,Northeast,West,"Some college (ASK IF TECHNICAL SCHOOL; IF YES, PUNCH CODE 3, FOR HIGH SCHOOL)", ,some college +,no college degree,some college,77, ,Age 65+,Black,black,35 to under 50 thousand, ,57,"Yes, respondent or someone in household has cell phone", ,Dual Service,female,Female,English,FL,Virtual Call Center,.7781404,All adults,Non-white,Age 65+,50+,Non-college,<$50K,<$50K,Income <$75K,<$50K,Nonwhite women,Black non-college,Black <$50K,5,No kids at home,20210214,20+ years,Ward 5/6
15716,29242-1001,LANDLINE RDD,20220209,8th night,13,2004,16.8966166666667,2,Black,Female,1,Wash DC,Continue, , ,Yes,Female,Q1b, ,Wrong track,wrong track NET,Crime/violence/guns,(VOL) DK/No Opinion,DK/No opinion,Q4A-Q4C,1,3,2, , , ,Not-so-good job,Not-so-good/poor job NET,Good job,Excellent/Good job NET,Good job,Excellent/Good job NET, , , , , , ,"Yes, registered",Democrat,Absolutely certain to vote,Muriel Bowser,Robert White,Trayon White,(VOL) DK/No Opinion,Muriel Bowser,Robert White,Trayon White,Muriel Bowser,Muriel Bowser,3,4,2,1,Favorable,Don't know enough to say,Unfavorable,Unfavorable,Right amount,Support,Yes,Not so good,Not-so-good/poor  NET,No, , , , , , , , , , ,Good,Excellent/Good  NET,Very safe,very/somewhat safe NET,No,Not victim of violent crime,Q20D-Q20E ASKED,3, ,1,2,Would not reduce crime,Would not reduce crime, , ,"Would reduce crime, A LOT",Would reduce crime NET,Would not reduce crime,Would not reduce crime,Support,No, ,Would not move, ,Very easy,Easy NET,Dislike it,Dislike NET,the Washington Football Team,Favor,Oppose,Favor,Southeast,East,"Some college (ASK IF TECHNICAL SCHOOL; IF YES, PUNCH CODE 3, FOR HIGH SCHOOL)", ,some college +,no college degree,some college,74, ,Age 65+,Black,black,100 thousand or more,100 to under 150 thousand,whole life,"Yes, respondent or someone in household has cell phone", ,Dual Service,female,Female,English,FL,Virtual Call Center,.78287,All adults,Non-white,Age 65+,50+,Non-college,$50K+,$100K+,Income $75K+,$100K-$200K,Nonwhite women,Black non-college, Black $50K+,8,No kids at home,20210214,20+ years,Ward 7/8
15819,29242-1001,LANDLINE RDD,20220203,2nd night,13,1647,13.2137,1,White Hispanic,Female,1,Wash DC,Continue, , ,Yes,Male,Q1b, ,Right direction,right direction NET,Police/police reform/police brutality,Approve SOMEWHAT,approve NET,Q4A-Q4C,2,1,3, , , ,Not-so-good job,Not-so-good/poor job NET,Good job,Excellent/Good job NET,Good job,Excellent/Good job NET, , , , , , ,"Yes, registered",Republican, , , , , , , , , , ,4,2,3,1,Favorable,Don't know enough to say,Favorable,Unfavorable,Right amount,Support,Yes,(VOL) DK/No Opinion,DK/No opinion,No, , , , , , , , , , ,Not so good,Not-so-good/poor  NET,No too safe,not too/not safe at all NET,No,Not victim of violent crime,Q20D-Q20E ASKED,1, ,3,2,Would not reduce crime,Would not reduce crime, , ,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET,Support,No, ,Would not move, ,Somewhat easy,Easy NET,Dislike it,Dislike NET,(VOL) Other (Specify),Favor,Oppose,Favor,Northwest, ,Graduated college,Bachelors degree,some college +,college degree,college degree,81, ,Age 65+,White,white,100 thousand or more,250 thousand or more,33,"Yes, respondent or someone in household has cell phone", ,Dual Service,male,Male,English,FL,Virtual Call Center,.3195358,All adults,White,Age 65+,50+,College,$50K+,$100K+,Income $75K+,$200K+,White men,White college,White $50K+,3,No kids at home,20210214,20+ years,Ward 2/3
15824,29242-1001,LANDLINE RDD,20220210,9th night,13,1938,11.2440166666667,2,Black,Female,1,Wash DC,Continue, , ,Yes,Male,Q1a,Wrong track, ,wrong track NET,Crime/violence/guns,Disapprove STRONGLY,disapprove NET,Q4A-Q4C,2,3,1, , , ,Poor job,Not-so-good/poor job NET,Not-so-good job,Not-so-good/poor job NET,Poor job,Not-so-good/poor job NET, , , , , , ,"Yes, registered",Republican, , , , , , , , , , ,2,1,4,3,Unfavorable,Don't know enough to say,Unfavorable,Favorable,Not enough,Oppose,No,Not so good,Not-so-good/poor  NET,No, , , , , , , , , , ,Poor,Not-so-good/poor  NET,Somewhat safe,very/somewhat safe NET,No,Not victim of violent crime,Q20B-Q20C ASKED,2,1, , ,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET,Would not reduce crime,Would not reduce crime, , , , ,Support,(VOL) DK/No opinion, ,DK/No opinion, ,Somewhat difficult,Difficult NET,(VOL) DK/No Opinion,DK/No opinion,the Commanders,Favor,Oppose,Oppose,Northwest, ,"Some college (ASK IF TECHNICAL SCHOOL; IF YES, PUNCH CODE 3, FOR HIGH SCHOOL)", ,some college +,no college degree,some college,31, ,Age 30-39,Other race,other,35 to under 50 thousand, ,25,"Yes, respondent or someone in household has cell phone", ,Dual Service,male,Male,English,FL,Virtual Call Center,1.6153182,All adults,Non-white,Age 18-39,18-49,Non-college,<$50K,<$50K,Income <$75K,<$50K,Nonwhite men,Black non-college,Black <$50K,98,No kids at home,20210214,20+ years,Ward 5/6
15836,29242-1001,LANDLINE RDD,20220208,7th night,13,2100,35.2431666666667,2,Black,Female,1,Wash DC,Continue, , ,Yes,Male,Q1b, ,Wrong track,wrong track NET,Cost of living/inflation,Disapprove STRONGLY,disapprove NET,Q4D-Q4F, , , ,1,3,2, , , , , , ,Poor job,Not-so-good/poor job NET,(VOL) NA/Refused, ,Good job,Excellent/Good job NET,"Yes, registered",Democrat,Don't think will vote,Robert White,Trayon White,Muriel Bowser,Robert White, , , , ,Robert White,4,3,1,2,Unfavorable,Unfavorable,Unfavorable,Unfavorable,Right amount,Support,Yes,Good,Excellent/Good  NET,No, , , , , , , , , , ,Good,Excellent/Good  NET,No too safe,not too/not safe at all NET,No,Not victim of violent crime,Q20D-Q20E ASKED,2, ,3,1,Would not reduce crime,Would not reduce crime, , ,Would not reduce crime,Would not reduce crime,"Would reduce crime, A LOT",Would reduce crime NET,Oppose,No, ,Would not move, ,Very difficult,Difficult NET,(VOL) DK/No Opinion,DK/No opinion,(VOL) DK/No Opinion,Favor,Oppose,Oppose,Northeast,West,"Some college (ASK IF TECHNICAL SCHOOL; IF YES, PUNCH CODE 3, FOR HIGH SCHOOL)", ,some college +,no college degree,some college,57, ,Age 50-64,Black,black,(VOL) NA/Refused, ,whole life,"Yes, respondent or someone in household has cell phone", ,Dual Service,male,Male,English,FL,Virtual Call Center,1.4309328,All adults,Non-white,Age 40-64,50+,Non-college, , , , ,Nonwhite men,Black non-college, ,7,No kids at home,20210214,20+ years,Ward 7/8
15972,29242-1001,LANDLINE RDD,20220209,8th night,13,1734,7.40483333333333,2,White,Male,1,Wash DC,Continue, , ,Yes,Male,Q1b, ,Right direction,right direction NET,Housing costs/low-income housing/more affordable housing,Approve SOMEWHAT,approve NET,Q4D-Q4F, , , ,3,2,1, , , , , , ,Poor job,Not-so-good/poor job NET,Good job,Excellent/Good job NET,Good job,Excellent/Good job NET,"Yes, registered",Democrat,Absolutely certain to vote,Robert White,Muriel Bowser,Trayon White,Robert White, , , , ,Robert White,1,2,3,4,Favorable,Favorable,Unfavorable,Favorable,Right amount,Support,Yes,Not so good,Not-so-good/poor  NET,No, , , , , , , , , , ,Good,Excellent/Good  NET,Very safe,very/somewhat safe NET,No,Not victim of violent crime,Q20D-Q20E ASKED,1, ,3,2,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET, , ,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET,Would not reduce crime,Would not reduce crime,Oppose,No, ,Would not move, ,Somewhat difficult,Difficult NET,Dislike it,Dislike NET,the Washington Football Team,Favor,Oppose,Oppose,Southwest, ,Graduated college,Bachelors degree,some college +,college degree,college degree,61, ,Age 50-64,White,white,35 to under 50 thousand, ,40,"Yes, respondent or someone in household has cell phone", ,Dual Service,male,Male,English,FL,Virtual Call Center,.8889146,All adults,White,Age 40-64,50+,College,<$50K,<$50K,Income <$75K,<$50K,White men,White college,White <$50K,6,No kids at home,20210214,20+ years,Ward 5/6
16069,29242-1001,LANDLINE RDD,20220203,2nd night,13,1644,18.5779833333333,1,White,Female,1,Wash DC,Continue, , ,Yes,Female,Q1b, ,(VOL)  DK/No Opinion,DK/No opinion,Crime/violence/guns,Approve SOMEWHAT,approve NET,Q4A-Q4C,1,3,2, , , ,Not-so-good job,Not-so-good/poor job NET,Good job,Excellent/Good job NET,Not-so-good job,Not-so-good/poor job NET, , , , , , ,"Yes, registered",Republican, , , , , , , , , , ,3,4,2,1,(VOL) DK/No Opinion,Don't know enough to say,Don't know enough to say,Unfavorable,(VOL) DK/No Opinion,Oppose,Yes,Not so good,Not-so-good/poor  NET,No, , , , , , , , , , ,Good,Excellent/Good  NET,Somewhat safe,very/somewhat safe NET,No,Not victim of violent crime,Q20B-Q20C ASKED,1,2, , ,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET,Would not reduce crime,Would not reduce crime, , , , ,Support,No, ,Would not move, ,Very difficult,Difficult NET,Like it,Like NET,the Redskins,Favor,Oppose,Oppose,Northwest, ,Graduated college,Bachelors degree,some college +,college degree,college degree,81, ,Age 65+,White,white,100 thousand or more,100 to under 150 thousand,80,"Yes, respondent or someone in household has cell phone", ,Dual Service,female,Female,English,FL,Virtual Call Center,.3450185,All adults,White,Age 65+,50+,College,$50K+,$100K+,Income $75K+,$100K-$200K,White women,White college,White $50K+,4,No kids at home,20210214,20+ years,Ward 1/4
16166,29242-1001,LANDLINE RDD,20220203,2nd night,13,2001,20.7361166666667,1,White,Male,1,Wash DC,Continue, , ,Yes,Male,Q1a,Wrong track, ,wrong track NET,Crime/violence/guns,Disapprove STRONGLY,disapprove NET,Q4D-Q4F, , , ,3,2,1, , , , , , ,(VOL) DK/No Opinion,DK/No opinion,Not-so-good job,Not-so-good/poor job NET,Not-so-good job,Not-so-good/poor job NET,"No, not registered", , , , , , , , , , , ,3,2,4,1,Unfavorable,Don't know enough to say,Don't know enough to say,Don't know enough to say,Too many,Oppose,No,Not so good,Not-so-good/poor  NET,No, , , , , , , , , , ,Good,Excellent/Good  NET,No too safe,not too/not safe at all NET,No,Not victim of violent crime,Q20D-Q20E ASKED,3, ,2,1,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET, , ,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET,"Would reduce crime, A LOT",Would reduce crime NET,Support,Yes,Outside the D.C. area,Would move outside D.C. area,Crime,Somewhat difficult,Difficult NET,Dislike it,Dislike NET,the Redskins,Oppose,Favor,(VOL) DK/No Opinion,Northwest, ,Post graduate, ,some college +,college degree,post-graduate degree,59, ,Age 50-64,White,white,(VOL) NA/Refused, ,30,"Yes, respondent or someone in household has cell phone", ,Dual Service,male,Male,English,FL,Virtual Call Center,1.2183139,All adults,White,Age 40-64,50+,College, , , , ,White men,White college, ,2,No kids at home,20210214,20+ years,Ward 2/3
16181,29242-1001,LANDLINE RDD,20220209,8th night,13,1845,14.9228333333333,2,Black,Female,1,Wash DC,Continue, , ,Yes,Male,Q1a,Right direction, ,right direction NET,Balanced budget/improve finances,Disapprove SOMEWHAT,disapprove NET,Q4A-Q4C,1,3,2, , , ,Not-so-good job,Not-so-good/poor job NET,Not-so-good job,Not-so-good/poor job NET,Good job,Excellent/Good job NET, , , , , , ,"Yes, registered",Democrat,Absolutely certain to vote,Muriel Bowser,Robert White,Trayon White,Robert White, , , , ,Robert White,2,1,3,4,Unfavorable,Favorable,Favorable,Favorable,Right amount,Support,Yes,(VOL) NA/Refused, ,No, , , , , , , , , , ,Not so good,Not-so-good/poor  NET,Somewhat safe,very/somewhat safe NET,No,Not victim of violent crime,Q20D-Q20E ASKED,2, ,3,1,Would not reduce crime,Would not reduce crime, , ,Would not reduce crime,Would not reduce crime,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET,Support,No, ,Would not move, ,Very difficult,Difficult NET,Dislike it,Dislike NET,the Commanders,Favor,Oppose,Oppose,Southeast,West,Post graduate, ,some college +,college degree,post-graduate degree,78, ,Age 65+,White,white,50 to under 75 thousand, ,25,"Yes, respondent or someone in household has cell phone", ,Dual Service,male,Male,English,FL,Virtual Call Center,.4103816,All adults,White,Age 65+,50+,College,$50K+,$50-$100K,Income <$75K,$50-$100K,White men,White college,White $50K+,6,No kids at home,20210214,20+ years,Ward 5/6
16301,29242-1001,LANDLINE RDD,20220209,8th night,13,1829,9.19768333333333,2,Black,Female,1,Wash DC,Continue, , ,Yes,Female,Q1a,Wrong track, ,wrong track NET,Poverty/homelessness,Disapprove SOMEWHAT,disapprove NET,Q4A-Q4C,2,1,3, , , ,Poor job,Not-so-good/poor job NET,Poor job,Not-so-good/poor job NET,Good job,Excellent/Good job NET, , , , , , ,"Yes, registered",Democrat,Probably will vote,Trayon White,Robert White,Muriel Bowser,Robert White, , , , ,Robert White,3,1,4,2,(VOL) DK/No Opinion,Favorable,Unfavorable,Unfavorable,Right amount,Support,Yes,Poor,Not-so-good/poor  NET,No, , , , , , , , , , ,Poor,Not-so-good/poor  NET,Somewhat safe,very/somewhat safe NET,No,Not victim of violent crime,Q20D-Q20E ASKED,3, ,2,1,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET, , ,(VOL) DK/No Opinion,DK/No opinion,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET,Support,Yes,Outside the D.C. area,Would move outside D.C. area,Housing affordability,Very difficult,Difficult NET,(VOL) DK/No Opinion,DK/No opinion,the Washington Football Team,Favor,Oppose,Oppose,Northwest, ,Post graduate, ,some college +,college degree,post-graduate degree,54, ,Age 50-64,White,white,50 to under 75 thousand, ,30,"Yes, respondent or someone in household has cell phone", ,Dual Service,female,Female,English,FL,Virtual Call Center,1.3855232,All adults,White,Age 40-64,50+,College,$50K+,$50-$100K,Income <$75K,$50-$100K,White women,White college,White $50K+,2,No kids at home,20210214,20+ years,Ward 2/3
16340,29242-1001,LANDLINE RDD,20220203,2nd night,13,1913,10.7789333333333,1,White,Female,1,Wash DC,Continue, , ,Yes,Male,Q1b, ,Right direction,right direction NET,Crime/violence/guns,Approve SOMEWHAT,approve NET,Q4D-Q4F, , , ,2,1,3, , , , , , ,(VOL) DK/No Opinion,DK/No opinion,Good job,Excellent/Good job NET,Not-so-good job,Not-so-good/poor job NET,"Yes, registered",Democrat,Absolutely certain to vote,Muriel Bowser,Trayon White,Robert White,Muriel Bowser, , , , ,Muriel Bowser,3,1,2,4,Favorable,Don't know enough to say,Don't know enough to say,Favorable,Right amount,Support,Yes,Not so good,Not-so-good/poor  NET,Yes,Private schools, ,Private, , , , , , , ,Good,Excellent/Good  NET,Very safe,very/somewhat safe NET,No,Not victim of violent crime,Q20B-Q20C ASKED,2,1, , ,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET,"Would reduce crime, JUST SOMEWHAT",Would reduce crime NET, , , , ,Support,No, ,Would not move, ,(VOL) DK/No Opinion,DK/No opinion,Like it,Like NET,the Commanders,Oppose,Favor,Oppose,Northwest, ,Post graduate, ,some college +,college degree,post-graduate degree,53, ,Age 50-64,White Hispanic,Hispanic,100 thousand or more,250 thousand or more,25,"Yes, respondent or someone in household has cell phone", ,Dual Service,male,Male,English,FL,Virtual Call Center,.3997504,All adults,Non-white,Age 40-64,50+,College,$50K+,$100K+,Income $75K+,$200K+,Nonwhite men,Black college, Black $50K+,3,Have children in private school,20210214,20+ years,Ward 2/3
