id,Weight_PID,xspanish,complete_status,ppage,ppeduc5,ppeducat,ppgender,ppethm,pphhsize,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppstaten,PPWORKA,ppemploy,xparent,Q1_1,Q1_2,Q2,Q3,Q4,Q5,Q6,Q260,Q26a,QPID,ABCAGE,Contact
257000067,.7386,English,qualified,55,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$75,000 to $99,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Virginia,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,Don’t know,Should,Very confident,No religion, ,An Independent,50-64,"Yes, I am willing to be interviewed"
257000068,.7224,English,qualified,71,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",1,"$10,000 to $24,999",Never married,Metro,NorthEast,Owned or being bought by you or someone in your household,Maine,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Somewhat confident,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,A Democrat,65+,"No, I am not willing to be interviewed"
257000069,.9564,English,qualified,58,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",3,"$150,000 or more",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Illinois,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,No opinion,Not too serious,Don’t know,Yes,Don’t know,Not so confident,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,An Independent,50-64,"No, I am not willing to be interviewed"
257000070,.5231,English,qualified,67,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro,West,Owned or being bought by you or someone in your household,California,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Favorable,Unfavorable,Not serious at all,Should not,Yes,Should not,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,A Republican,65+,"Yes, I am willing to be interviewed"
257000071,.9417,English,qualified,59,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,New Jersey,Employed part-time (by someone else),Working part-time,not parents of children 0-17 YO,No opinion,Unfavorable,Not serious at all,Should not,Yes,Don’t know,Not so confident,Catholic,No,An Independent,50-64,"No, I am not willing to be interviewed"
257000072,1.2016,English,qualified,62,Some college or Associate degree,Some college,Male,Hispanic,2,"$50,000 to $74,999",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Illinois,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Very serious,Should,Yes,Should,Very confident,Catholic,No,A Democrat,50-64,"No, I am not willing to be interviewed"
257000073,.8906,English,qualified,85,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",1,"$25,000 to $49,999",Now Married,Non-Metro,MidWest,Owned or being bought by you or someone in your household,Nebraska,Retired,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Don’t know,Should not,Yes,Should not,Not confident at all,Catholic,No,A Republican,65+,"No, I am not willing to be interviewed"
257000074,1.2718,English,qualified,46,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Wisconsin,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Favorable,Unfavorable,Somewhat serious,Should not,Yes,Should not,Somewhat confident,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,A Republican,30-49,"No, I am not willing to be interviewed"
257000075,.6033,English,qualified,86,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",1,"$150,000 or more",Now Married,Metro,MidWest,Rented for cash,Michigan,Retired,Not working,missing data,Unfavorable,Favorable,Very serious,Should,No,Should,Very confident,No religion, ,A Democrat,65+,"Yes, I am willing to be interviewed"
257000076,.6939,English,qualified,74,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$10,000 to $24,999",Divorced,Metro,South,Rented for cash,Florida,Retired,Not working,not parents of children 0-17 YO,No opinion,Unfavorable,Very serious,Don’t know,Yes,Should not,Not confident at all,Catholic,No,An Independent,65+,"No, I am not willing to be interviewed"
257000077,1.1015,English,qualified,55,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"Less than $10,000",Now Married,Metro,South,Owned or being bought by you or someone in your household,Florida,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Don’t know,Very serious,Should,No,Should,Somewhat confident,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,A Republican,50-64,"No, I am not willing to be interviewed"
257000078,.433,English,qualified,63,Master’s degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",1,"$75,000 to $99,999",Divorced,Metro,West,Owned or being bought by you or someone in your household,Washington,Self-employed,Working part-time,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Somewhat confident,No religion, ,A Democrat,50-64,"No, I am not willing to be interviewed"
257000079,.9711,English,qualified,41,Master’s degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",4,"$100,000 to $149,999",Now Married,Metro,West,Owned or being bought by you or someone in your household,California,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,No opinion,Don’t know,Should,No,Should,Somewhat confident,Greek or Russian Orthodox,Yes,A Democrat,30-49,"No, I am not willing to be interviewed"
257000080,.8467,English,qualified,70,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",2,"$25,000 to $49,999",Now Married,Non-Metro,South,Owned or being bought by you or someone in your household,Tennessee,Retired,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Not too serious,Don’t know,Don’t know,Should not,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,An Independent,65+,"No, I am not willing to be interviewed"
257000081,.6129,English,qualified,49,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",5,"$75,000 to $99,999",Now Married,Metro,West,Owned or being bought by you or someone in your household,Montana,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Very confident,No religion, ,A Democrat,30-49,"No, I am not willing to be interviewed"
257000082,.5471,English,qualified,65,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$25,000 to $49,999",Never married,Metro,West,Rented for cash,California,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Don’t know,No religion, ,A Democrat,65+,"Yes, I am willing to be interviewed"
257000083,.8431,English,qualified,73,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,Texas,Self-employed,Working part-time,not parents of children 0-17 YO,Favorable,Unfavorable,Somewhat serious,Don’t know,Yes,Should not,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,A Republican,65+,"Yes, I am willing to be interviewed"
257000084,1.1712,English,qualified,57,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",3,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,Alabama,Employed part-time (by someone else),Working part-time,parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Somewhat confident,Catholic,No,A Republican,50-64,"No, I am not willing to be interviewed"
257000085,.6494,English,qualified,77,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",1,"$10,000 to $24,999",Divorced,Non-Metro,MidWest,Rented for cash,Minnesota,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Unfavorable,Very serious,Should,Don’t know,Should,Not so confident,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,Skipped,65+,"No, I am not willing to be interviewed"
257000086,.6877,English,qualified,69,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",4,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,Delaware,Retired,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Not serious at all,Should not,Yes,Should not,Not confident at all,No religion, ,A Republican,65+,"No, I am not willing to be interviewed"
257000087,.68,English,qualified,69,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",2,"$75,000 to $99,999",Now Married,Non-Metro,MidWest,Owned or being bought by you or someone in your household,Michigan,Retired,Working full-time,not parents of children 0-17 YO,Favorable,Unfavorable,Not serious at all,Should not,Yes,Should not,Not confident at all,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,A Republican,65+,"No, I am not willing to be interviewed"
257000088,.551,English,qualified,73,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",3,"$75,000 to $99,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Florida,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Very confident,Catholic,No,A Democrat,65+,"No, I am not willing to be interviewed"
257000089,.8664,English,qualified,37,No high school diploma or GED,Less than high school,Male,"White, Non-Hispanic",4,"$10,000 to $24,999",Now Married,Metro,West,Rented for cash,California,Homemaker,Not working,parents of children 0-17 YO,Unfavorable,No opinion,Very serious,Should,Don’t know,Should,Somewhat confident,Other non-Christian religion, ,An Independent,30-49,"Yes, I am willing to be interviewed"
257000090,1.7314,English,qualified,41,Some college or Associate degree,Some college,Female,"Black, Non-Hispanic",3,"$100,000 to $149,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Georgia,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Should,Somewhat confident,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,An Independent,30-49,"No, I am not willing to be interviewed"
257000091,1.2164,English,qualified,48,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$10,000 to $24,999",Divorced,Non-Metro,South,Occupied without payment of cash rent,Virginia,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,Favorable,Unfavorable,Don’t know,Should not,Yes,Should not,Not so confident,Other Christian religion,Yes,An Independent,30-49,"No, I am not willing to be interviewed"
257000092,.5466,English,qualified,69,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$75,000 to $99,999",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Missouri,Retired,Not working,not parents of children 0-17 YO,Unfavorable,No opinion,Very serious,Should,No,Don’t know,Not so confident,Catholic,No,An Independent,65+,"Yes, I am willing to be interviewed"
257000093,.6041,English,qualified,74,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro,West,Owned or being bought by you or someone in your household,Idaho,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Very serious,Should,No,Don’t know,Somewhat confident,No religion, ,A Democrat,65+,"No, I am not willing to be interviewed"
